symbol,timestamp,open,high,low,close,volume,trade_count,vwap,SMA_20,EMA_20,RSI_14,MACD,MACD_SIGNAL,MACD_HIST,ATR_14
SPY,2025-06-30 04:00:00,617.38,619.22,615.04,617.85,92502541.0,858415.0,617.093294,601.6199999999992,601.3876108006092,70.28636659032219,8.075705929123615,7.384438809187178,0.6912671199364366,6.537082374386835
SPY,2025-07-01 04:00:00,616.36,618.83,615.52,617.65,70030140.0,746886.0,617.439436,602.8669999999992,602.9364097719797,70.00730034267613,8.398419562209483,7.587234959791639,0.8111846024178444,6.306576490502065
SPY,2025-07-02 04:00:00,617.24,620.49,616.61,620.45,66510374.0,679099.0,619.130181,604.0849999999992,604.6043707460768,71.70130774914173,8.778911217052155,7.8255702112437415,0.9533410058084133,6.133249598323346
SPY,2025-07-03 04:00:00,622.45,626.28,622.43,625.34,51065578.0,484817.0,625.106471,605.5554999999993,606.5791925797838,74.41873131072497,9.367058112247378,8.13386779144447,1.2331903208029082,6.111588912728815
SPY,2025-07-07 04:00:00,623.36,624.03,617.87,620.68,74814505.0,863317.0,620.762641,606.9369999999992,607.9221266198044,67.74274409619349,9.349371969027175,8.37696862696101,0.9724033420661637,6.208618276105331
SPY,2025-07-08 04:00:00,621.35,622.11,619.52,620.34,59024585.0,675760.0,620.675955,607.9969999999993,609.1047812274421,67.26858594967095,9.201847247484011,8.541944351065611,0.6599028964183997,5.950145542097809
SPY,2025-07-09 04:00:00,622.77,624.72,620.9105,624.06,66113326.0,735000.0,622.946884,609.2159999999992,610.5290877772095,69.76235962126638,9.278152981346352,8.689186077121759,0.5889669042245931,5.837992289090822
SPY,2025-07-10 04:00:00,624.2,626.8701,623.01,625.82,57527933.0,648814.0,625.358699,610.3529999999993,611.985365131761,70.89229759687133,9.372601599257337,8.825869181548875,0.546732417708462,5.696714268441477
SPY,2025-07-11 04:00:00,622.74,624.86,621.53,623.62,63670226.0,748955.0,623.809901,611.4659999999992,613.0934255954028,67.49694024251002,9.164290954039302,8.89355353604696,0.27073741799234163,5.5962346778385195
SPY,2025-07-14 04:00:00,623.16,625.1581,621.7999,624.81,51898518.0,626509.0,623.953909,612.5189999999992,614.209289824412,68.37914423886033,8.99157701885099,8.913158232607767,0.07841878624322263,5.436375057992912
SPY,2025-07-15 04:00:00,627.52,627.86,622.06,622.14,74317260.0,828422.0,624.382657,613.7759999999992,614.9645955554204,64.1706185417955,8.540800265995813,8.838686639285376,-0.2978863732895629,5.46234826813628
SPY,2025-07-16 04:00:00,623.74,624.73,618.05,624.22,88964127.0,961751.0,622.089769,614.8529999999992,615.8460626453804,65.92982743654566,8.256222465143424,8.722193804456985,-0.4659713393135618,5.549323391840836
SPY,2025-07-17 04:00:00,624.4,628.4048,624.18,628.04,68885558.0,687864.0,627.009476,616.3784999999991,617.007390012487,68.94552005810161,8.24390398908929,8.626535841383447,-0.38263185229415697,5.454714578137924
SPY,2025-07-18 04:00:00,629.3,629.47,626.46,627.58,65621496.0,594577.0,627.596472,617.8854999999991,618.014305249393,68.16309777289919,8.103609980909255,8.521950669288609,-0.4183406883793541,5.280092108270929
SPY,2025-07-21 04:00:00,628.77,631.54,628.34,628.77,63374984.0,709907.0,630.17477,619.609999999999,619.0386571304032,69.13880976889408,7.996272966170864,8.41681512866506,-0.42054216249419696,5.185799814823
SPY,2025-07-22 04:00:00,629.1,629.73,626.19,628.86,60046288.0,763949.0,628.28447,621.045499999999,619.9740231179838,69.21565218814544,7.828230883784045,8.299098279688858,-0.4708673959048131,5.068242685192783
SPY,2025-07-23 04:00:00,631.55,634.21,629.73,634.21,71015836.0,765762.0,632.090485,622.4169999999991,621.3298304400806,73.44800170314417,8.034144000047604,8.246107423760607,-0.21196342371300325,5.088368207679015
SPY,2025-07-24 04:00:00,634.6,636.15,633.99,634.42,71307134.0,764249.0,635.14029,623.781999999999,622.576513255311,73.6014218170283,8.120666880310523,8.22101931507059,-0.10035243476006706,4.879199049987655
SPY,2025-07-25 04:00:00,635.09,637.5799,634.84,637.1,56865364.0,594273.0,636.524889,625.0434999999991,623.959702469091,75.54355330700132,8.309701423191086,8.238755736694689,0.07094568649639754,4.756391974988536
SPY,2025-07-28 04:00:00,637.48,638.04,635.54,636.94,54917102.0,630214.0,636.840101,626.1449999999991,625.1959212815585,75.18790890913986,8.350344424898708,8.261073474335493,0.08927095056321477,4.595221119632212
SPY,2025-07-29 04:00:00,638.35,638.67,634.335,635.26,60556278.0,708687.0,636.075817,627.0154999999991,626.1544049690291,71.3876296807107,8.153009518260546,8.239460683120504,-0.08645116485995707,4.576633896801334
SPY,2025-07-30 04:00:00,635.92,637.68,631.54,634.46,80413429.0,820273.0,634.709485,627.8559999999991,626.9454140195977,69.58402061765892,7.84167294447559,8.15990313539152,-0.31823019091592997,4.688302904172667
SPY,2025-07-31 04:00:00,639.455,639.85,630.765,632.08,103385246.0,1017926.0,635.332486,628.437499999999,627.4344222082075,64.37331015463154,7.3185269343081245,7.991627895174841,-0.6731009608667167,5.002352696731764
SPY,2025-08-01 04:00:00,626.3,626.34,619.29,621.72,140103572.0,1466043.0,622.167703,628.2564999999989,626.8901915217116,47.64727593142239,5.998813941335811,7.593065104407035,-1.594251163071224,5.558613218393787
SPY,2025-08-04 04:00:00,625.67,631.215,625.58,631.17,73218015.0,802217.0,629.502285,628.7809999999989,627.2977923291676,58.292563017535414,5.650334372011798,7.204518957927988,-1.5541845859161896,5.8397837027942305
SPY,2025-08-05 04:00:00,631.79,632.6052,627.04,627.97,68051401.0,806967.0,629.048533,629.1624999999989,627.3618121073421,54.26846556824076,5.057647138244988,6.775144593991388,-1.7174974557463996,5.820170581166072
SPY,2025-08-06 04:00:00,629.05,633.44,628.13,632.78,64357525.0,690531.0,631.543336,629.5984999999989,627.877830001881,58.865153311737984,4.919357742692682,6.403987223731646,-1.4846294810389642,5.795158396797069
SPY,2025-08-07 04:00:00,636.24,636.98,629.11,632.25,74205791.0,835614.0,632.317282,629.9199999999989,628.2942271445589,58.171322403480794,4.712671090989943,6.065723997183306,-1.353052906193363,5.943361368454421
